money,time,percentage_change,direction,streak,money_lag1,direction_lag1,streak_lag1,money_lag2,direction_lag2,streak_lag2,money_lag3,direction_lag3,streak_lag3,money_lag4,direction_lag4,streak_lag4,money_lag5,direction_lag5,streak_lag5,rolling_mean_5,rolling_std_5,rolling_min_5,rolling_max_5
15,2026-06-18 01:27:37,-6.25,-1,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,4.0,16.0,1.0,3.0,16.6,1.3416407864998774,15.0,18.0
15,2026-06-18 01:28:37,0.0,0,0.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,4.0,16.0,1.2247448713915932,15.0,18.0
15,2026-06-18 01:29:37,0.0,0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,15.4,0.5477225575051755,15.0,16.0
15,2026-06-18 01:30:37,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,15.2,0.4472135954999694,15.0,16.0
14,2026-06-18 01:31:37,-6.67,-1,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,0.0,0.0,14.8,0.44721359549995815,14.0,15.0
16,2026-06-18 01:32:37,14.29,1,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,15.0,0.7071067811865477,14.0,16.0
16,2026-06-18 01:33:37,0.0,0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.2,0.8366600265340758,14.0,16.0
16,2026-06-18 01:34:37,0.0,0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.4,0.8944271909999161,14.0,16.0
17,2026-06-18 01:35:37,6.25,1,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.8,1.0954451150103324,14.0,17.0
17,2026-06-18 01:36:37,0.0,0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,16.4,0.5477225575051662,16.0,17.0
16,2026-06-18 01:37:37,-5.88,-1,-1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,16.4,0.5477225575051662,16.0,17.0
16,2026-06-18 01:38:37,0.0,0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.4,0.5477225575051662,16.0,17.0
16,2026-06-18 01:39:37,0.0,0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.4,0.5477225575051662,16.0,17.0
16,2026-06-18 01:40:37,0.0,0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.2,0.44721359549995765,16.0,17.0
18,2026-06-18 01:41:37,12.5,1,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,16.4,0.8944271909999163,16.0,18.0
18,2026-06-18 01:42:37,0.0,0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,16.8,1.0954451150103326,16.0,18.0
16,2026-06-18 01:43:37,-11.11,-1,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.8,1.0954451150103326,16.0,18.0
16,2026-06-18 01:44:37,0.0,0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.8,1.0954451150103326,16.0,18.0
16,2026-06-18 01:45:37,0.0,0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.8,1.0954451150103326,16.0,18.0
18,2026-06-18 01:46:37,12.5,1,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.8,1.0954451150103326,16.0,18.0
20,2026-06-18 01:47:37,11.11,1,2.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,17.2,1.7888543819998322,16.0,20.0
20,2026-06-18 01:48:37,0.0,0,0.0,20.0,1.0,2.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,2.0000000000000004,16.0,20.0
22,2026-06-18 01:49:37,10.0,1,1.0,20.0,0.0,0.0,20.0,1.0,2.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,19.2,2.2803508501982765,16.0,22.0
21,2026-06-18 01:50:37,-4.55,-1,-1.0,22.0,1.0,1.0,20.0,0.0,0.0,20.0,1.0,2.0,18.0,1.0,1.0,16.0,0.0,0.0,20.2,1.4832396974191338,18.0,22.0
20,2026-06-18 01:51:37,-4.76,-1,-2.0,21.0,-1.0,-1.0,22.0,1.0,1.0,20.0,0.0,0.0,20.0,1.0,2.0,18.0,1.0,1.0,20.6,0.8944271909999184,20.0,22.0
20,2026-06-18 01:52:37,0.0,0,0.0,20.0,-1.0,-2.0,21.0,-1.0,-1.0,22.0,1.0,1.0,20.0,0.0,0.0,20.0,1.0,2.0,20.6,0.8944271909999184,20.0,22.0
19,2026-06-18 01:53:37,-5.0,-1,-1.0,20.0,0.0,0.0,20.0,-1.0,-2.0,21.0,-1.0,-1.0,22.0,1.0,1.0,20.0,0.0,0.0,20.4,1.1401754250991396,19.0,22.0
18,2026-06-18 01:54:37,-5.26,-1,-2.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,-1.0,-2.0,21.0,-1.0,-1.0,22.0,1.0,1.0,19.6,1.1401754250991396,18.0,21.0
16,2026-06-18 01:55:37,-11.11,-1,-3.0,18.0,-1.0,-2.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,-1.0,-2.0,21.0,-1.0,-1.0,18.6,1.6733200530681527,16.0,20.0
14,2026-06-18 01:56:37,-12.5,-1,-4.0,16.0,-1.0,-3.0,18.0,-1.0,-2.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,-1.0,-2.0,17.4,2.40831891575846,14.0,20.0
16,2026-06-18 01:57:37,14.29,1,1.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0,18.0,-1.0,-2.0,19.0,-1.0,-1.0,20.0,0.0,0.0,16.6,1.9493588689617936,14.0,19.0
16,2026-06-18 01:58:37,0.0,0,0.0,16.0,1.0,1.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0,18.0,-1.0,-2.0,19.0,-1.0,-1.0,16.0,1.4142135623730967,14.0,18.0
15,2026-06-18 01:59:37,-6.25,-1,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0,18.0,-1.0,-2.0,15.4,0.8944271909999184,14.0,16.0
14,2026-06-18 02:00:37,-6.67,-1,-2.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0,15.0,1.0000000000000022,14.0,16.0
13,2026-06-18 02:01:37,-7.14,-1,-3.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-4.0,14.8,1.3038404810405315,13.0,16.0
13,2026-06-18 02:02:37,0.0,0,0.0,13.0,-1.0,-3.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.2,1.3038404810405315,13.0,16.0
13,2026-06-18 02:03:37,0.0,0,0.0,13.0,0.0,0.0,13.0,-1.0,-3.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,16.0,0.0,0.0,13.6,0.8944271909999183,13.0,15.0
13,2026-06-18 02:04:37,0.0,0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-3.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,13.2,0.4472135954999626,13.0,14.0
13,2026-06-18 02:05:37,0.0,0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-3.0,14.0,-1.0,-2.0,13.0,0.0,13.0,13.0
13,2026-06-18 02:06:37,0.0,0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-3.0,13.0,0.0,13.0,13.0
12,2026-06-18 02:07:37,-7.69,-1,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,12.8,0.44721359549995815,12.0,13.0
12,2026-06-18 02:08:37,0.0,0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,12.6,0.5477225575051663,12.0,13.0
12,2026-06-18 02:09:37,0.0,0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,12.4,0.5477225575051663,12.0,13.0
12,2026-06-18 02:10:37,0.0,0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,12.2,0.44721359549995815,12.0,13.0
11,2026-06-18 02:11:37,-8.33,-1,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0,11.8,0.44721359549995815,11.0,12.0
12,2026-06-18 02:12:37,9.09,1,1.0,11.0,-1.0,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0,11.8,0.44721359549995815,11.0,12.0
14,2026-06-18 02:13:37,16.67,1,2.0,12.0,1.0,1.0,11.0,-1.0,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.2,1.0954451150103326,11.0,14.0
14,2026-06-18 02:14:37,0.0,0,0.0,14.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.6,1.341640786499874,11.0,14.0
12,2026-06-18 02:15:37,-14.29,-1,-1.0,14.0,0.0,0.0,14.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-1.0,12.0,0.0,0.0,12.6,1.341640786499874,11.0,14.0
13,2026-06-18 02:16:37,8.33,1,1.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-1.0,13.0,1.0000000000000004,12.0,14.0
14,2026-06-18 02:17:37,7.69,1,2.0,13.0,1.0,1.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,2.0,12.0,1.0,1.0,13.4,0.8944271909999163,12.0,14.0
14,2026-06-18 02:18:37,0.0,0,0.0,14.0,1.0,2.0,13.0,1.0,1.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,2.0,13.4,0.8944271909999163,12.0,14.0
14,2026-06-18 02:19:37,0.0,0,0.0,14.0,0.0,0.0,14.0,1.0,2.0,13.0,1.0,1.0,12.0,-1.0,-1.0,14.0,0.0,0.0,13.4,0.8944271909999163,12.0,14.0
12,2026-06-18 02:20:37,-14.29,-1,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,2.0,13.0,1.0,1.0,12.0,-1.0,-1.0,13.4,0.8944271909999163,12.0,14.0
11,2026-06-18 02:21:37,-8.33,-1,-2.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,2.0,13.0,1.0,1.0,13.0,1.4142135623730954,11.0,14.0
12,2026-06-18 02:22:37,9.09,1,1.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,2.0,12.6,1.341640786499874,11.0,14.0
13,2026-06-18 02:23:37,8.33,1,2.0,12.0,1.0,1.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,12.4,1.140175425099138,11.0,14.0
15,2026-06-18 02:24:37,15.38,1,3.0,13.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,14.0,0.0,0.0,12.6,1.5165750888103104,11.0,15.0
15,2026-06-18 02:25:37,0.0,0,0.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,13.2,1.7888543819998322,11.0,15.0
15,2026-06-18 02:26:37,0.0,0,0.0,15.0,0.0,0.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-2.0,14.0,1.4142135623730956,12.0,15.0
15,2026-06-18 02:27:37,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0,14.6,0.8944271909999169,13.0,15.0
14,2026-06-18 02:28:37,-6.67,-1,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,3.0,13.0,1.0,2.0,14.8,0.44721359549995815,14.0,15.0
14,2026-06-18 02:29:37,0.0,0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,3.0,14.6,0.5477225575051663,14.0,15.0
14,2026-06-18 02:30:37,0.0,0,0.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,14.4,0.5477225575051663,14.0,15.0
14,2026-06-18 02:31:37,0.0,0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,14.2,0.44721359549995815,14.0,15.0
12,2026-06-18 02:32:37,-14.29,-1,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,13.6,0.8944271909999157,12.0,14.0
12,2026-06-18 02:33:37,0.0,0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-1.0,13.2,1.095445115010332,12.0,14.0
13,2026-06-18 02:34:37,8.33,1,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,13.0,0.9999999999999997,12.0,14.0
11,2026-06-18 02:35:37,-15.38,-1,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,12.4,1.1401754250991376,11.0,14.0
11,2026-06-18 02:36:37,0.0,0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,11.8,0.8366600265340753,11.0,13.0
13,2026-06-18 02:37:37,18.18,1,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,12.0,0.9999999999999999,11.0,13.0
13,2026-06-18 02:38:37,0.0,0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.2,1.0954451150103321,11.0,13.0
13,2026-06-18 02:39:37,0.0,0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.2,1.0954451150103321,11.0,13.0
14,2026-06-18 02:40:37,7.69,1,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,12.8,1.0954451150103321,11.0,14.0
14,2026-06-18 02:41:37,0.0,0,0.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,13.4,0.5477225575051656,13.0,14.0
16,2026-06-18 02:42:37,14.29,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,14.0,1.224744871391589,13.0,16.0
17,2026-06-18 02:43:37,6.25,1,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,14.8,1.6431676725154982,13.0,17.0
17,2026-06-18 02:44:37,0.0,0,0.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,0.0,0.0,15.6,1.5165750888103098,14.0,17.0
16,2026-06-18 02:45:37,-5.88,-1,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,16.0,1.2247448713915887,14.0,17.0
14,2026-06-18 02:46:37,-12.5,-1,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,16.0,1.2247448713915887,14.0,17.0
14,2026-06-18 02:47:37,0.0,0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,16.0,1.0,1.0,15.6,1.5165750888103098,14.0,17.0
12,2026-06-18 02:48:37,-14.29,-1,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,14.6,1.9493588689617924,12.0,17.0
12,2026-06-18 02:49:37,0.0,0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,13.6,1.6733200530681505,12.0,16.0
14,2026-06-18 02:50:37,16.67,1,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,13.2,1.0954451150103313,12.0,14.0
14,2026-06-18 02:51:37,0.0,0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,13.2,1.0954451150103313,12.0,14.0
15,2026-06-18 02:52:37,7.14,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,13.4,1.341640786499873,12.0,15.0
17,2026-06-18 02:53:37,13.33,1,2.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.4,1.8165902124584943,12.0,17.0
17,2026-06-18 02:54:37,0.0,0,0.0,17.0,1.0,2.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,15.4,1.5165750888103091,14.0,17.0
16,2026-06-18 02:55:37,-5.88,-1,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,15.8,1.3038404810405284,14.0,17.0
16,2026-06-18 02:56:37,0.0,0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,15.0,1.0,1.0,14.0,0.0,0.0,16.2,0.8366600265340731,15.0,17.0
17,2026-06-18 02:57:37,6.25,1,1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,15.0,1.0,1.0,16.6,0.5477225575051625,16.0,17.0
15,2026-06-18 02:58:37,-11.76,-1,-1.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,16.2,0.8366600265340731,15.0,17.0
14,2026-06-18 02:59:37,-6.67,-1,-2.0,15.0,-1.0,-1.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,15.6,1.140175425099136,14.0,17.0
16,2026-06-18 03:00:37,14.29,1,1.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,15.6,1.140175425099136,14.0,17.0
16,2026-06-18 03:01:37,0.0,0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,1.0,1.0,16.0,0.0,0.0,15.6,1.140175425099136,14.0,17.0
18,2026-06-18 03:02:37,12.5,1,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,1.0,1.0,15.8,1.4832396974191309,14.0,18.0
18,2026-06-18 03:03:37,0.0,0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,16.4,1.6733200530681498,14.0,18.0
17,2026-06-18 03:04:37,-5.56,-1,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0,17.0,0.9999999999999982,16.0,18.0
16,2026-06-18 03:05:37,-5.88,-1,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,17.0,0.9999999999999982,16.0,18.0
14,2026-06-18 03:06:37,-12.5,-1,-3.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.6,1.6733200530681505,14.0,18.0
14,2026-06-18 03:07:37,0.0,0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,15.8,1.7888543819998313,14.0,18.0
14,2026-06-18 03:08:37,0.0,0,0.0,14.0,0.0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0,15.0,1.4142135623730947,14.0,17.0
13,2026-06-18 03:09:37,-7.14,-1,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,14.2,1.0954451150103317,13.0,16.0
13,2026-06-18 03:10:37,0.0,0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,13.6,0.5477225575051644,13.0,14.0
12,2026-06-18 03:11:37,-7.69,-1,-1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-3.0,13.2,0.8366600265340742,12.0,14.0
11,2026-06-18 03:12:37,-8.33,-1,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,12.6,1.140175425099137,11.0,14.0
11,2026-06-18 03:13:37,0.0,0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,12.0,0.9999999999999987,11.0,13.0
13,2026-06-18 03:14:37,18.18,1,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,12.0,0.9999999999999987,11.0,13.0
13,2026-06-18 03:15:37,0.0,0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,12.0,0.9999999999999987,11.0,13.0
14,2026-06-18 03:16:37,7.69,1,1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,12.4,1.3416407864998727,11.0,14.0
13,2026-06-18 03:17:37,-7.14,-1,-1.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,12.8,1.0954451150103308,11.0,14.0
14,2026-06-18 03:18:37,7.69,1,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,13.4,0.5477225575051629,13.0,14.0
14,2026-06-18 03:19:37,0.0,0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0,13.6,0.5477225575051629,13.0,14.0
16,2026-06-18 03:20:37,14.29,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0,13.0,0.0,0.0,14.2,1.0954451150103308,13.0,16.0
16,2026-06-18 03:21:37,0.0,0,0.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0,14.6,1.3416407864998727,13.0,16.0
17,2026-06-18 03:22:37,6.25,1,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,15.4,1.3416407864998727,14.0,17.0
19,2026-06-18 03:23:37,11.76,1,2.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,16.4,1.8165902124584945,14.0,19.0
19,2026-06-18 03:24:37,0.0,0,0.0,19.0,1.0,2.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,0.0,0.0,17.4,1.51657508881031,16.0,19.0
17,2026-06-18 03:25:37,-10.53,-1,-1.0,19.0,0.0,0.0,19.0,1.0,2.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,17.6,1.341640786499874,16.0,19.0
15,2026-06-18 03:26:37,-11.76,-1,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,2.0,17.0,1.0,1.0,16.0,0.0,0.0,17.4,1.6733200530681507,15.0,19.0
15,2026-06-18 03:27:37,0.0,0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,2.0,17.0,1.0,1.0,17.0,1.9999999999999998,15.0,19.0
14,2026-06-18 03:28:37,-6.67,-1,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,2.0,16.0,1.9999999999999998,14.0,19.0
14,2026-06-18 03:29:37,0.0,0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,15.0,1.2247448713915887,14.0,17.0
16,2026-06-18 03:30:37,14.29,1,1.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,14.8,0.8366600265340749,14.0,16.0
14,2026-06-18 03:31:37,-12.5,-1,-1.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,14.6,0.8944271909999152,14.0,16.0
16,2026-06-18 03:32:37,14.29,1,1.0,14.0,-1.0,-1.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,14.8,1.0954451150103315,14.0,16.0
